partner_id,beneficiary_name,identity_id,region,item_distributed,quantity_allocated
NGO_COUNCIL,RECIPIENT PROFILE 10361,SOM-ID-10361,Lower Shabelle,Water Purification Kits,30.75
NGO_COUNCIL,RECIPIENT PROFILE 10372,SOM-ID-10372,Lower Shabelle,Rice (MT),46.77
NGO_COUNCIL,RECIPIENT PROFILE 10379,SOM-ID-10379,Bari,Rice (MT),306.5
UN_AGENCY_LOCAL,RECIPIENT PROFILE 10407,SOM-ID-10407,Gedo,Rice (MT),291.22
UN_AGENCY_LOCAL,RECIPIENT PROFILE 10190,SOM-ID-10190,Lower Shabelle,PlumpyNut (KG),480.65
NGO_COUNCIL,RECIPIENT PROFILE 10793,SOM-ID-10793,Bari,Water Purification Kits,457.64
UN_AGENCY_LOCAL,RECIPIENT PROFILE 10938,SOM-ID-10938,Gedo,PlumpyNut (KG),498.22
NGO_COUNCIL,RECIPIENT PROFILE 10176,SOM-ID-10176,Bay,Rice (MT),76.51
NGO_COUNCIL,RECIPIENT PROFILE 10563,SOM-ID-10563,Benadir,High Energy Biscuits (KG),337.24
UN_AGENCY_LOCAL,RECIPIENT PROFILE 10653,SOM-ID-10653,Lower Shabelle,PlumpyNut (KG),358.79
WFP_PARTNER_B,RECIPIENT PROFILE 10142,SOM-ID-10142,Lower Shabelle,PlumpyNut (KG),69.47
WFP_PARTNER_B,RECIPIENT PROFILE 10478,SOM-ID-10478,Gedo,Rice (MT),186.84
WFP_PARTNER_B,RECIPIENT PROFILE 10734,SOM-ID-10734,Bari,Rice (MT),42.22
NGO_COUNCIL,RECIPIENT PROFILE 10075,SOM-ID-10075,Bari,Water Purification Kits,386.89
UN_AGENCY_LOCAL,RECIPIENT PROFILE 10656,SOM-ID-10656,Bay,High Energy Biscuits (KG),311.07
WFP_PARTNER_B,RECIPIENT PROFILE 10923,SOM-ID-10923,Bari,PlumpyNut (KG),93.89
UN_AGENCY_LOCAL,RECIPIENT PROFILE 10046,SOM-ID-10046,Bari,Rice (MT),414.37
UN_AGENCY_LOCAL,RECIPIENT PROFILE 10415,SOM-ID-10415,Lower Shabelle,Water Purification Kits,129.99
UN_AGENCY_LOCAL,RECIPIENT PROFILE 10575,SOM-ID-10575,Lower Shabelle,Water Purification Kits,74.08
WFP_PARTNER_B,RECIPIENT PROFILE 10630,SOM-ID-10630,Benadir,Rice (MT),152.2
NGO_COUNCIL,RECIPIENT PROFILE 10738,SOM-ID-10738,Bay,PlumpyNut (KG),408.6
UN_AGENCY_LOCAL,RECIPIENT PROFILE 10510,SOM-ID-10510,Bay,PlumpyNut (KG),254.15
UN_AGENCY_LOCAL,RECIPIENT PROFILE 10468,SOM-ID-10468,Gedo,Rice (MT),54.12
WFP_PARTNER_B,RECIPIENT PROFILE 10611,SOM-ID-10611,Bay,High Energy Biscuits (KG),33.84
UN_AGENCY_LOCAL,RECIPIENT PROFILE 10583,SOM-ID-10583,Lower Shabelle,Water Purification Kits,189.31
WFP_PARTNER_B,RECIPIENT PROFILE 10782,SOM-ID-10782,Lower Shabelle,High Energy Biscuits (KG),46.03
UN_AGENCY_LOCAL,RECIPIENT PROFILE 10382,SOM-ID-10382,Bari,Rice (MT),73.05
UN_AGENCY_LOCAL,RECIPIENT PROFILE 10521,SOM-ID-10521,Bari,High Energy Biscuits (KG),379.93
NGO_COUNCIL,RECIPIENT PROFILE 10341,SOM-ID-10341,Bari,Rice (MT),32.2
NGO_COUNCIL,RECIPIENT PROFILE 10143,SOM-ID-10143,Bari,Water Purification Kits,82.98
UN_AGENCY_LOCAL,RECIPIENT PROFILE 10757,SOM-ID-10757,Bari,High Energy Biscuits (KG),89.63
UN_AGENCY_LOCAL,RECIPIENT PROFILE 10501,SOM-ID-10501,Bari,High Energy Biscuits (KG),258.58
UN_AGENCY_LOCAL,RECIPIENT PROFILE 10426,SOM-ID-10426,Gedo,Rice (MT),190.5
WFP_PARTNER_B,RECIPIENT PROFILE 10707,SOM-ID-10707,Benadir,Water Purification Kits,163.71
WFP_PARTNER_B,RECIPIENT PROFILE 10063,SOM-ID-10063,Gedo,Water Purification Kits,437.68
WFP_PARTNER_B,RECIPIENT PROFILE 10489,SOM-ID-10489,Bari,PlumpyNut (KG),284.83
NGO_COUNCIL,RECIPIENT PROFILE 10559,SOM-ID-10559,Lower Shabelle,PlumpyNut (KG),235.24
UN_AGENCY_LOCAL,RECIPIENT PROFILE 10571,SOM-ID-10571,Lower Shabelle,Water Purification Kits,104.21
UN_AGENCY_LOCAL,RECIPIENT PROFILE 10706,SOM-ID-10706,Bay,High Energy Biscuits (KG),387.88
NGO_COUNCIL,RECIPIENT PROFILE 10814,SOM-ID-10814,Lower Shabelle,Water Purification Kits,180.91
UN_AGENCY_LOCAL,RECIPIENT PROFILE 10917,SOM-ID-10917,Lower Shabelle,Rice (MT),291.0
WFP_PARTNER_B,RECIPIENT PROFILE 10140,SOM-ID-10140,Bari,High Energy Biscuits (KG),467.18
WFP_PARTNER_A,RECIPIENT PROFILE 10161,SOM-ID-10161,Bay,Rice (MT),482.61
NGO_COUNCIL,RECIPIENT PROFILE 10294,SOM-ID-10294,Gedo,Water Purification Kits,328.76
UN_AGENCY_LOCAL,RECIPIENT PROFILE 10587,SOM-ID-10587,Lower Shabelle,Rice (MT),454.89
WFP_PARTNER_B,RECIPIENT PROFILE 10766,SOM-ID-10766,Benadir,Water Purification Kits,396.1
UN_AGENCY_LOCAL,RECIPIENT PROFILE 10516,SOM-ID-10516,Gedo,Water Purification Kits,445.74
NGO_COUNCIL,RECIPIENT PROFILE 10748,SOM-ID-10748,Lower Shabelle,PlumpyNut (KG),406.32
WFP_PARTNER_B,RECIPIENT PROFILE 10088,SOM-ID-10088,Bay,Water Purification Kits,415.23
NGO_COUNCIL,RECIPIENT PROFILE 10254,SOM-ID-10254,Benadir,PlumpyNut (KG),491.03
UN_AGENCY_LOCAL,RECIPIENT PROFILE 10241,SOM-ID-10241,Bari,Rice (MT),138.16
WFP_PARTNER_A,RECIPIENT PROFILE 10939,SOM-ID-10939,Bari,Water Purification Kits,268.8
WFP_PARTNER_A,RECIPIENT PROFILE 10335,SOM-ID-10335,Benadir,PlumpyNut (KG),290.62
NGO_COUNCIL,RECIPIENT PROFILE 10920,SOM-ID-10920,Benadir,PlumpyNut (KG),361.29
NGO_COUNCIL,RECIPIENT PROFILE 10577,SOM-ID-10577,Benadir,Water Purification Kits,74.65
WFP_PARTNER_A,RECIPIENT PROFILE 10022,SOM-ID-10022,Bari,Water Purification Kits,339.66
NGO_COUNCIL,RECIPIENT PROFILE 10915,SOM-ID-10915,Lower Shabelle,Rice (MT),275.17
WFP_PARTNER_A,RECIPIENT PROFILE 10138,SOM-ID-10138,Gedo,Rice (MT),150.67
NGO_COUNCIL,RECIPIENT PROFILE 10386,SOM-ID-10386,Lower Shabelle,Water Purification Kits,229.78
NGO_COUNCIL,RECIPIENT PROFILE 10182,SOM-ID-10182,Benadir,PlumpyNut (KG),330.23
NGO_COUNCIL,RECIPIENT PROFILE 10003,SOM-ID-10003,Bari,PlumpyNut (KG),366.65
WFP_PARTNER_A,RECIPIENT PROFILE 10544,SOM-ID-10544,Lower Shabelle,Water Purification Kits,340.01
NGO_COUNCIL,RECIPIENT PROFILE 10193,SOM-ID-10193,Bay,PlumpyNut (KG),235.71
WFP_PARTNER_A,RECIPIENT PROFILE 10457,SOM-ID-10457,Bay,PlumpyNut (KG),42.97
WFP_PARTNER_A,RECIPIENT PROFILE 10222,SOM-ID-10222,Bay,Rice (MT),207.11
WFP_PARTNER_A,RECIPIENT PROFILE 10589,SOM-ID-10589,Bay,High Energy Biscuits (KG),124.74
UN_AGENCY_LOCAL,RECIPIENT PROFILE 10676,SOM-ID-10676,Bari,High Energy Biscuits (KG),126.08
WFP_PARTNER_B,RECIPIENT PROFILE 10605,SOM-ID-10605,Gedo,High Energy Biscuits (KG),144.83
WFP_PARTNER_B,RECIPIENT PROFILE 10658,SOM-ID-10658,Gedo,Water Purification Kits,32.97
NGO_COUNCIL,RECIPIENT PROFILE 10307,SOM-ID-10307,Bari,High Energy Biscuits (KG),351.19
NGO_COUNCIL,RECIPIENT PROFILE 10878,SOM-ID-10878,Bay,Water Purification Kits,128.07
WFP_PARTNER_B,RECIPIENT PROFILE 10570,SOM-ID-10570,Gedo,Rice (MT),285.57
UN_AGENCY_LOCAL,RECIPIENT PROFILE 10779,SOM-ID-10779,Gedo,Rice (MT),438.07
UN_AGENCY_LOCAL,RECIPIENT PROFILE 10267,SOM-ID-10267,Gedo,Water Purification Kits,271.49
UN_AGENCY_LOCAL,RECIPIENT PROFILE 10739,SOM-ID-10739,Bari,Water Purification Kits,238.34
NGO_COUNCIL,RECIPIENT PROFILE 10576,SOM-ID-10576,Lower Shabelle,PlumpyNut (KG),191.65
WFP_PARTNER_B,RECIPIENT PROFILE 10740,SOM-ID-10740,Gedo,High Energy Biscuits (KG),136.09
NGO_COUNCIL,RECIPIENT PROFILE 10076,SOM-ID-10076,Bay,Rice (MT),266.73
NGO_COUNCIL,RECIPIENT PROFILE 10012,SOM-ID-10012,Gedo,Rice (MT),13.24
NGO_COUNCIL,RECIPIENT PROFILE 10246,SOM-ID-10246,Bay,Rice (MT),459.84
WFP_PARTNER_B,RECIPIENT PROFILE 10406,SOM-ID-10406,Bari,High Energy Biscuits (KG),409.46
WFP_PARTNER_A,RECIPIENT PROFILE 10713,SOM-ID-10713,Lower Shabelle,Water Purification Kits,234.91
WFP_PARTNER_B,RECIPIENT PROFILE 10777,SOM-ID-10777,Lower Shabelle,Rice (MT),330.33
WFP_PARTNER_A,RECIPIENT PROFILE 10057,SOM-ID-10057,Benadir,Water Purification Kits,195.84
WFP_PARTNER_A,RECIPIENT PROFILE 10803,SOM-ID-10803,Bay,Rice (MT),254.93
UN_AGENCY_LOCAL,RECIPIENT PROFILE 10235,SOM-ID-10235,Bari,Rice (MT),448.45
WFP_PARTNER_B,RECIPIENT PROFILE 10700,SOM-ID-10700,Bari,Water Purification Kits,142.84
UN_AGENCY_LOCAL,RECIPIENT PROFILE 10016,SOM-ID-10016,Bari,Rice (MT),97.88
NGO_COUNCIL,RECIPIENT PROFILE 10809,SOM-ID-10809,Bari,High Energy Biscuits (KG),198.08
WFP_PARTNER_A,RECIPIENT PROFILE 10858,SOM-ID-10858,Bari,High Energy Biscuits (KG),36.31
UN_AGENCY_LOCAL,RECIPIENT PROFILE 10384,SOM-ID-10384,Gedo,Water Purification Kits,121.79
NGO_COUNCIL,RECIPIENT PROFILE 10817,SOM-ID-10817,Bay,Water Purification Kits,51.99
WFP_PARTNER_B,RECIPIENT PROFILE 10315,SOM-ID-10315,Gedo,High Energy Biscuits (KG),186.74
NGO_COUNCIL,RECIPIENT PROFILE 10441,SOM-ID-10441,Lower Shabelle,High Energy Biscuits (KG),60.09
NGO_COUNCIL,RECIPIENT PROFILE 10567,SOM-ID-10567,Bari,Water Purification Kits,60.61
WFP_PARTNER_B,RECIPIENT PROFILE 10064,SOM-ID-10064,Bay,High Energy Biscuits (KG),157.55
WFP_PARTNER_B,RECIPIENT PROFILE 10078,SOM-ID-10078,Gedo,High Energy Biscuits (KG),216.34
UN_AGENCY_LOCAL,RECIPIENT PROFILE 10631,SOM-ID-10631,Lower Shabelle,PlumpyNut (KG),363.24
WFP_PARTNER_B,RECIPIENT PROFILE 10405,SOM-ID-10405,Gedo,Rice (MT),76.39
UN_AGENCY_LOCAL,RECIPIENT PROFILE 10342,SOM-ID-10342,Bari,Water Purification Kits,404.0
NGO_COUNCIL,RECIPIENT PROFILE 10711,SOM-ID-10711,Bari,PlumpyNut (KG),157.21
WFP_PARTNER_B,RECIPIENT PROFILE 10326,SOM-ID-10326,Gedo,High Energy Biscuits (KG),97.04
UN_AGENCY_LOCAL,RECIPIENT PROFILE 10804,SOM-ID-10804,Gedo,PlumpyNut (KG),169.68
NGO_COUNCIL,RECIPIENT PROFILE 10558,SOM-ID-10558,Lower Shabelle,Rice (MT),466.71
WFP_PARTNER_B,RECIPIENT PROFILE 10725,SOM-ID-10725,Bari,Rice (MT),476.97
NGO_COUNCIL,RECIPIENT PROFILE 10674,SOM-ID-10674,Gedo,PlumpyNut (KG),320.33
WFP_PARTNER_B,RECIPIENT PROFILE 10490,SOM-ID-10490,Gedo,Water Purification Kits,46.24
NGO_COUNCIL,RECIPIENT PROFILE 10368,SOM-ID-10368,Bari,Water Purification Kits,276.39
WFP_PARTNER_A,RECIPIENT PROFILE 10662,SOM-ID-10662,Benadir,PlumpyNut (KG),332.22
NGO_COUNCIL,RECIPIENT PROFILE 10764,SOM-ID-10764,Benadir,Rice (MT),58.32
WFP_PARTNER_B,RECIPIENT PROFILE 10602,SOM-ID-10602,Gedo,High Energy Biscuits (KG),201.66
WFP_PARTNER_B,RECIPIENT PROFILE 10942,SOM-ID-10942,Lower Shabelle,Rice (MT),246.56
WFP_PARTNER_A,RECIPIENT PROFILE 10758,SOM-ID-10758,Lower Shabelle,Rice (MT),341.8
WFP_PARTNER_B,RECIPIENT PROFILE 10436,SOM-ID-10436,Bari,PlumpyNut (KG),280.44
NGO_COUNCIL,RECIPIENT PROFILE 10673,SOM-ID-10673,Bay,Water Purification Kits,318.58
NGO_COUNCIL,RECIPIENT PROFILE 10460,SOM-ID-10460,Gedo,Rice (MT),371.32
NGO_COUNCIL,RECIPIENT PROFILE 10770,SOM-ID-10770,Gedo,Rice (MT),355.32
UN_AGENCY_LOCAL,RECIPIENT PROFILE 10356,SOM-ID-10356,Bari,Water Purification Kits,309.54
UN_AGENCY_LOCAL,RECIPIENT PROFILE 10304,SOM-ID-10304,Gedo,PlumpyNut (KG),408.73
WFP_PARTNER_B,RECIPIENT PROFILE 10141,SOM-ID-10141,Lower Shabelle,PlumpyNut (KG),260.3
WFP_PARTNER_B,RECIPIENT PROFILE 10322,SOM-ID-10322,Bari,PlumpyNut (KG),249.92
NGO_COUNCIL,RECIPIENT PROFILE 10496,SOM-ID-10496,Bari,Rice (MT),434.11
WFP_PARTNER_B,RECIPIENT PROFILE 10506,SOM-ID-10506,Bay,Water Purification Kits,482.28
NGO_COUNCIL,RECIPIENT PROFILE 10171,SOM-ID-10171,Gedo,Water Purification Kits,357.97
WFP_PARTNER_A,RECIPIENT PROFILE 10033,SOM-ID-10033,Bari,Rice (MT),399.98
UN_AGENCY_LOCAL,RECIPIENT PROFILE 10223,SOM-ID-10223,Bari,Rice (MT),382.4
WFP_PARTNER_B,RECIPIENT PROFILE 10438,SOM-ID-10438,Bay,High Energy Biscuits (KG),431.91
WFP_PARTNER_B,RECIPIENT PROFILE 10824,SOM-ID-10824,Bari,PlumpyNut (KG),394.58
WFP_PARTNER_A,RECIPIENT PROFILE 10172,SOM-ID-10172,Bari,High Energy Biscuits (KG),270.82
UN_AGENCY_LOCAL,RECIPIENT PROFILE 10526,SOM-ID-10526,Lower Shabelle,High Energy Biscuits (KG),290.64
NGO_COUNCIL,RECIPIENT PROFILE 10424,SOM-ID-10424,Gedo,PlumpyNut (KG),292.94
NGO_COUNCIL,RECIPIENT PROFILE 10095,SOM-ID-10095,Gedo,Rice (MT),320.48
WFP_PARTNER_B,RECIPIENT PROFILE 10560,SOM-ID-10560,Gedo,High Energy Biscuits (KG),168.2
WFP_PARTNER_B,RECIPIENT PROFILE 10280,SOM-ID-10280,Bay,High Energy Biscuits (KG),87.9
WFP_PARTNER_A,RECIPIENT PROFILE 10664,SOM-ID-10664,Lower Shabelle,High Energy Biscuits (KG),50.39
WFP_PARTNER_B,RECIPIENT PROFILE 10773,SOM-ID-10773,Benadir,Water Purification Kits,316.55
WFP_PARTNER_B,RECIPIENT PROFILE 10488,SOM-ID-10488,Gedo,Rice (MT),354.81
WFP_PARTNER_A,RECIPIENT PROFILE 10008,SOM-ID-10008,Bay,PlumpyNut (KG),264.53
UN_AGENCY_LOCAL,RECIPIENT PROFILE 10234,SOM-ID-10234,Benadir,Water Purification Kits,350.08
NGO_COUNCIL,RECIPIENT PROFILE 10306,SOM-ID-10306,Benadir,Rice (MT),60.57
WFP_PARTNER_A,RECIPIENT PROFILE 10643,SOM-ID-10643,Bari,PlumpyNut (KG),225.65
WFP_PARTNER_B,RECIPIENT PROFILE 10102,SOM-ID-10102,Gedo,Water Purification Kits,431.38
WFP_PARTNER_B,RECIPIENT PROFILE 10810,SOM-ID-10810,Benadir,Water Purification Kits,182.25
WFP_PARTNER_B,RECIPIENT PROFILE 10615,SOM-ID-10615,Bay,High Energy Biscuits (KG),325.86
WFP_PARTNER_A,RECIPIENT PROFILE 10582,SOM-ID-10582,Lower Shabelle,High Energy Biscuits (KG),74.67
NGO_COUNCIL,RECIPIENT PROFILE 10788,SOM-ID-10788,Lower Shabelle,PlumpyNut (KG),383.74
WFP_PARTNER_A,RECIPIENT PROFILE 10944,SOM-ID-10944,Benadir,Rice (MT),16.76
NGO_COUNCIL,RECIPIENT PROFILE 10156,SOM-ID-10156,Gedo,Rice (MT),323.86
WFP_PARTNER_B,RECIPIENT PROFILE 10854,SOM-ID-10854,Bari,High Energy Biscuits (KG),201.46
WFP_PARTNER_A,RECIPIENT PROFILE 10059,SOM-ID-10059,Lower Shabelle,Water Purification Kits,367.68
WFP_PARTNER_B,RECIPIENT PROFILE 10056,SOM-ID-10056,Benadir,Water Purification Kits,66.83
UN_AGENCY_LOCAL,RECIPIENT PROFILE 10275,SOM-ID-10275,Bay,High Energy Biscuits (KG),72.2
WFP_PARTNER_A,RECIPIENT PROFILE 10065,SOM-ID-10065,Benadir,High Energy Biscuits (KG),405.48
NGO_COUNCIL,RECIPIENT PROFILE 10105,SOM-ID-10105,Bari,PlumpyNut (KG),190.17
WFP_PARTNER_A,RECIPIENT PROFILE 10937,SOM-ID-10937,Bari,Water Purification Kits,120.01
UN_AGENCY_LOCAL,RECIPIENT PROFILE 10689,SOM-ID-10689,Lower Shabelle,Rice (MT),290.05
WFP_PARTNER_B,RECIPIENT PROFILE 10791,SOM-ID-10791,Gedo,High Energy Biscuits (KG),299.93
WFP_PARTNER_B,RECIPIENT PROFILE 10024,SOM-ID-10024,Bari,PlumpyNut (KG),83.78
UN_AGENCY_LOCAL,RECIPIENT PROFILE 10106,SOM-ID-10106,Benadir,Water Purification Kits,426.01
WFP_PARTNER_B,RECIPIENT PROFILE 10145,SOM-ID-10145,Bari,PlumpyNut (KG),215.71
UN_AGENCY_LOCAL,RECIPIENT PROFILE 10532,SOM-ID-10532,Benadir,Rice (MT),461.42
NGO_COUNCIL,RECIPIENT PROFILE 10097,SOM-ID-10097,Lower Shabelle,Water Purification Kits,487.53
WFP_PARTNER_B,RECIPIENT PROFILE 10820,SOM-ID-10820,Bay,High Energy Biscuits (KG),137.89
NGO_COUNCIL,RECIPIENT PROFILE 10207,SOM-ID-10207,Lower Shabelle,High Energy Biscuits (KG),231.85
WFP_PARTNER_B,RECIPIENT PROFILE 10477,SOM-ID-10477,Bari,Rice (MT),86.15
UN_AGENCY_LOCAL,RECIPIENT PROFILE 10212,SOM-ID-10212,Gedo,Rice (MT),272.6
UN_AGENCY_LOCAL,RECIPIENT PROFILE 10151,SOM-ID-10151,Bari,Rice (MT),115.36
WFP_PARTNER_B,RECIPIENT PROFILE 10124,SOM-ID-10124,Benadir,Water Purification Kits,59.93
WFP_PARTNER_A,RECIPIENT PROFILE 10381,SOM-ID-10381,Benadir,PlumpyNut (KG),74.05
WFP_PARTNER_A,RECIPIENT PROFILE 10066,SOM-ID-10066,Bari,High Energy Biscuits (KG),459.54
WFP_PARTNER_B,RECIPIENT PROFILE 10828,SOM-ID-10828,Gedo,PlumpyNut (KG),55.07
UN_AGENCY_LOCAL,RECIPIENT PROFILE 10946,SOM-ID-10946,Benadir,Rice (MT),471.72
UN_AGENCY_LOCAL,RECIPIENT PROFILE 10152,SOM-ID-10152,Bay,PlumpyNut (KG),144.74
NGO_COUNCIL,RECIPIENT PROFILE 10030,SOM-ID-10030,Lower Shabelle,PlumpyNut (KG),22.77
WFP_PARTNER_B,RECIPIENT PROFILE 10835,SOM-ID-10835,Benadir,PlumpyNut (KG),331.86
WFP_PARTNER_B,RECIPIENT PROFILE 10714,SOM-ID-10714,Bay,PlumpyNut (KG),300.33
UN_AGENCY_LOCAL,RECIPIENT PROFILE 10581,SOM-ID-10581,Bari,Rice (MT),354.69
WFP_PARTNER_B,RECIPIENT PROFILE 10504,SOM-ID-10504,Bari,PlumpyNut (KG),419.98
WFP_PARTNER_B,RECIPIENT PROFILE 10206,SOM-ID-10206,Benadir,Water Purification Kits,10.33
WFP_PARTNER_A,RECIPIENT PROFILE 10792,SOM-ID-10792,Benadir,PlumpyNut (KG),297.44
NGO_COUNCIL,RECIPIENT PROFILE 10710,SOM-ID-10710,Gedo,High Energy Biscuits (KG),95.36
WFP_PARTNER_B,RECIPIENT PROFILE 10400,SOM-ID-10400,Bay,Rice (MT),474.91
WFP_PARTNER_A,RECIPIENT PROFILE 10226,SOM-ID-10226,Bay,High Energy Biscuits (KG),461.31
WFP_PARTNER_A,RECIPIENT PROFILE 10355,SOM-ID-10355,Gedo,PlumpyNut (KG),172.27
UN_AGENCY_LOCAL,RECIPIENT PROFILE 10746,SOM-ID-10746,Bay,Rice (MT),412.61
NGO_COUNCIL,RECIPIENT PROFILE 10776,SOM-ID-10776,Benadir,Water Purification Kits,396.48
WFP_PARTNER_A,RECIPIENT PROFILE 10174,SOM-ID-10174,Lower Shabelle,High Energy Biscuits (KG),476.31
UN_AGENCY_LOCAL,RECIPIENT PROFILE 10669,SOM-ID-10669,Bari,Water Purification Kits,355.21
WFP_PARTNER_B,RECIPIENT PROFILE 10098,SOM-ID-10098,Gedo,High Energy Biscuits (KG),333.69
WFP_PARTNER_A,RECIPIENT PROFILE 10437,SOM-ID-10437,Gedo,Water Purification Kits,85.26
NGO_COUNCIL,RECIPIENT PROFILE 10189,SOM-ID-10189,Gedo,High Energy Biscuits (KG),54.66
UN_AGENCY_LOCAL,RECIPIENT PROFILE 10450,SOM-ID-10450,Gedo,High Energy Biscuits (KG),101.43
WFP_PARTNER_A,RECIPIENT PROFILE 10774,SOM-ID-10774,Benadir,High Energy Biscuits (KG),406.01
NGO_COUNCIL,RECIPIENT PROFILE 10924,SOM-ID-10924,Bari,PlumpyNut (KG),243.37
WFP_PARTNER_B,RECIPIENT PROFILE 10699,SOM-ID-10699,Bay,PlumpyNut (KG),71.83
NGO_COUNCIL,RECIPIENT PROFILE 10932,SOM-ID-10932,Bay,PlumpyNut (KG),418.71
WFP_PARTNER_A,RECIPIENT PROFILE 10877,SOM-ID-10877,Benadir,Water Purification Kits,282.62
UN_AGENCY_LOCAL,RECIPIENT PROFILE 10717,SOM-ID-10717,Bari,Water Purification Kits,459.41
WFP_PARTNER_A,RECIPIENT PROFILE 10901,SOM-ID-10901,Benadir,Rice (MT),395.02
UN_AGENCY_LOCAL,RECIPIENT PROFILE 10623,SOM-ID-10623,Gedo,High Energy Biscuits (KG),197.69
WFP_PARTNER_A,RECIPIENT PROFILE 10837,SOM-ID-10837,Gedo,High Energy Biscuits (KG),449.55
UN_AGENCY_LOCAL,RECIPIENT PROFILE 10701,SOM-ID-10701,Lower Shabelle,High Energy Biscuits (KG),422.99
WFP_PARTNER_B,RECIPIENT PROFILE 10840,SOM-ID-10840,Gedo,Water Purification Kits,382.15
WFP_PARTNER_A,RECIPIENT PROFILE 10413,SOM-ID-10413,Bari,PlumpyNut (KG),42.15
WFP_PARTNER_B,RECIPIENT PROFILE 10205,SOM-ID-10205,Bari,Rice (MT),95.13
WFP_PARTNER_A,RECIPIENT PROFILE 10721,SOM-ID-10721,Bay,Rice (MT),233.66
WFP_PARTNER_A,RECIPIENT PROFILE 10181,SOM-ID-10181,Benadir,PlumpyNut (KG),192.51
WFP_PARTNER_B,RECIPIENT PROFILE 10419,SOM-ID-10419,Bay,PlumpyNut (KG),342.07
WFP_PARTNER_A,RECIPIENT PROFILE 10729,SOM-ID-10729,Bay,High Energy Biscuits (KG),308.09
UN_AGENCY_LOCAL,RECIPIENT PROFILE 10728,SOM-ID-10728,Lower Shabelle,High Energy Biscuits (KG),432.13
WFP_PARTNER_B,RECIPIENT PROFILE 10487,SOM-ID-10487,Lower Shabelle,PlumpyNut (KG),346.3
UN_AGENCY_LOCAL,RECIPIENT PROFILE 10897,SOM-ID-10897,Bari,High Energy Biscuits (KG),424.26
WFP_PARTNER_B,RECIPIENT PROFILE 10742,SOM-ID-10742,Lower Shabelle,Rice (MT),240.68
WFP_PARTNER_B,RECIPIENT PROFILE 10892,SOM-ID-10892,Lower Shabelle,Rice (MT),118.9
UN_AGENCY_LOCAL,RECIPIENT PROFILE 10474,SOM-ID-10474,Gedo,High Energy Biscuits (KG),192.12
WFP_PARTNER_A,RECIPIENT PROFILE 10635,SOM-ID-10635,Gedo,Rice (MT),434.53
WFP_PARTNER_A,RECIPIENT PROFILE 10390,SOM-ID-10390,Gedo,PlumpyNut (KG),255.23
UN_AGENCY_LOCAL,RECIPIENT PROFILE 10184,SOM-ID-10184,Gedo,Water Purification Kits,80.18
UN_AGENCY_LOCAL,RECIPIENT PROFILE 10018,SOM-ID-10018,Benadir,High Energy Biscuits (KG),380.86
WFP_PARTNER_A,RECIPIENT PROFILE 10305,SOM-ID-10305,Gedo,High Energy Biscuits (KG),91.84
UN_AGENCY_LOCAL,RECIPIENT PROFILE 10137,SOM-ID-10137,Gedo,High Energy Biscuits (KG),222.5
NGO_COUNCIL,RECIPIENT PROFILE 10216,SOM-ID-10216,Benadir,PlumpyNut (KG),119.92
WFP_PARTNER_A,RECIPIENT PROFILE 10811,SOM-ID-10811,Bari,PlumpyNut (KG),70.35
WFP_PARTNER_A,RECIPIENT PROFILE 10608,SOM-ID-10608,Gedo,High Energy Biscuits (KG),387.91
WFP_PARTNER_A,RECIPIENT PROFILE 10454,SOM-ID-10454,Benadir,Rice (MT),33.64
WFP_PARTNER_A,RECIPIENT PROFILE 10276,SOM-ID-10276,Lower Shabelle,Water Purification Kits,334.22
WFP_PARTNER_B,RECIPIENT PROFILE 10289,SOM-ID-10289,Gedo,Rice (MT),260.68
WFP_PARTNER_A,RECIPIENT PROFILE 10269,SOM-ID-10269,Benadir,Water Purification Kits,107.34
WFP_PARTNER_B,RECIPIENT PROFILE 10508,SOM-ID-10508,Lower Shabelle,Water Purification Kits,154.72
WFP_PARTNER_B,RECIPIENT PROFILE 10091,SOM-ID-10091,Gedo,High Energy Biscuits (KG),124.91
WFP_PARTNER_A,RECIPIENT PROFILE 10523,SOM-ID-10523,Bari,Water Purification Kits,83.08
WFP_PARTNER_A,RECIPIENT PROFILE 10303,SOM-ID-10303,Benadir,High Energy Biscuits (KG),325.73
UN_AGENCY_LOCAL,RECIPIENT PROFILE 10040,SOM-ID-10040,Gedo,Rice (MT),58.91
UN_AGENCY_LOCAL,RECIPIENT PROFILE 10871,SOM-ID-10871,Lower Shabelle,High Energy Biscuits (KG),218.74
WFP_PARTNER_A,RECIPIENT PROFILE 10366,SOM-ID-10366,Benadir,PlumpyNut (KG),335.04
UN_AGENCY_LOCAL,RECIPIENT PROFILE 10278,SOM-ID-10278,Bay,Rice (MT),206.38
NGO_COUNCIL,RECIPIENT PROFILE 10115,SOM-ID-10115,Gedo,Water Purification Kits,327.93
WFP_PARTNER_B,RECIPIENT PROFILE 10494,SOM-ID-10494,Benadir,PlumpyNut (KG),60.82
NGO_COUNCIL,RECIPIENT PROFILE 10883,SOM-ID-10883,Bay,Water Purification Kits,391.79
WFP_PARTNER_A,RECIPIENT PROFILE 10537,SOM-ID-10537,Lower Shabelle,High Energy Biscuits (KG),16.06
WFP_PARTNER_B,RECIPIENT PROFILE 10493,SOM-ID-10493,Lower Shabelle,Rice (MT),222.1
