partner_id,beneficiary_name,identity_id,region,item_distributed,quantity_allocated
UN_AGENCY_LOCAL,Recipient Profile 10540,SOM-ID-10540,Bay,PlumpyNut (KG),278.91
  NGO_COUNCIL ,Recipient Profile 10244,SOM-ID-10244,Benadir,High Energy Biscuits (KG),126.44
NGO_COUNCIL,Recipient Profile 10511,SOM-ID-10511,Bari,Water Purification Kits,40.78
WFP_PARTNER_A,Recipient Profile 10001,SOM-ID-10001,Bari,PlumpyNut (KG),362.09
UN_AGENCY_LOCAL,Recipient Profile 10536,SOM-ID-10536,Bay,Water Purification Kits,101.78
UN_AGENCY_LOCAL,Recipient Profile 10650,SOM-ID-10650,Benadir,Rice (MT),201.32
NGO_COUNCIL,Recipient Profile 10069,SOM-ID-10069,Lower Shabelle,High Energy Biscuits (KG),376.19
UN_AGENCY_LOCAL,Recipient Profile 10340,SOM-ID-10340,Bay,Rice (MT),388.04
WFP_PARTNER_B,Recipient Profile 10179,SOM-ID-10179,Benadir,High Energy Biscuits (KG),277.55
  NGO_COUNCIL ,Recipient Profile 10794,SOM-ID-10794,Gedo,PlumpyNut (KG),407.63
NGO_COUNCIL,Recipient Profile 10907,SOM-ID-10907,Benadir,High Energy Biscuits (KG),108.78
WFP_PARTNER_A,Recipient Profile 10556,SOM-ID-10556,Lower Shabelle,High Energy Biscuits (KG),262.54
  NGO_COUNCIL ,Recipient Profile 10365,SOM-ID-10365,Lower Shabelle,Rice (MT),379.11
WFP_PARTNER_A,Recipient Profile 10910,SOM-ID-10910,Lower Shabelle,High Energy Biscuits (KG),70.99
  NGO_COUNCIL ,Recipient Profile 10708,SOM-ID-10708,Gedo,Water Purification Kits,176.13
NGO_COUNCIL,Recipient Profile 10080,SOM-ID-10080,Lower Shabelle,High Energy Biscuits (KG),402.56
NGO_COUNCIL,Recipient Profile 10081,SOM-ID-10081,Bari,PlumpyNut (KG),277.28
UN_AGENCY_LOCAL,Recipient Profile 10170,SOM-ID-10170,Lower Shabelle,High Energy Biscuits (KG),228.5
NGO_COUNCIL,Recipient Profile 10361,SOM-ID-10361,Lower Shabelle,Water Purification Kits,30.75
NGO_COUNCIL,Recipient Profile 10372,SOM-ID-10372,Lower Shabelle,Rice (MT),46.77
WFP_PARTNER_B,Recipient Profile 10448,SOM-ID-10448,Benadir,PlumpyNut (KG),425.85
WFP_PARTNER_A,Recipient Profile 10370,SOM-ID-10370,Bay,Rice (MT),125.64
NGO_COUNCIL,Recipient Profile 10379,SOM-ID-10379,Bari,Rice (MT),306.5
UN_AGENCY_LOCAL,Recipient Profile 10407,SOM-ID-10407,Gedo,Rice (MT),291.22
  UN_AGENCY_LOCAL ,Recipient Profile 10190,SOM-ID-10190,Lower Shabelle,PlumpyNut (KG),480.65
  NGO_COUNCIL ,Recipient Profile 10793,SOM-ID-10793,Bari,Water Purification Kits,457.64
UN_AGENCY_LOCAL,Recipient Profile 10938,SOM-ID-10938,Gedo,PlumpyNut (KG),498.22
  NGO_COUNCIL ,Recipient Profile 10176,SOM-ID-10176,Bay,Rice (MT),76.51
NGO_COUNCIL,Recipient Profile 10563,SOM-ID-10563,Benadir,High Energy Biscuits (KG),337.24
UN_AGENCY_LOCAL,Recipient Profile 10653,SOM-ID-10653,Lower Shabelle,PlumpyNut (KG),358.79
WFP_PARTNER_B,Recipient Profile 10142,SOM-ID-10142,Lower Shabelle,PlumpyNut (KG),69.47
WFP_PARTNER_B,Recipient Profile 10478,SOM-ID-10478,Gedo,Rice (MT),186.84
WFP_PARTNER_B,Recipient Profile 10734,SOM-ID-10734,Bari,Rice (MT),42.22
NGO_COUNCIL,Recipient Profile 10075,SOM-ID-10075,Bari,Water Purification Kits,386.89
WFP_PARTNER_B,Recipient Profile 10352,SOM-ID-10352,Lower Shabelle,Rice (MT),230.49
  WFP_PARTNER_B ,Recipient Profile 10514,SOM-ID-10514,Bari,PlumpyNut (KG),386.21
  WFP_PARTNER_A ,Recipient Profile 10726,SOM-ID-10726,Benadir,PlumpyNut (KG),159.02
WFP_PARTNER_B,Recipient Profile 10650,SOM-ID-10650,Lower Shabelle,High Energy Biscuits (KG),424.51
  UN_AGENCY_LOCAL ,Recipient Profile 10656,SOM-ID-10656,Bay,High Energy Biscuits (KG),311.07
WFP_PARTNER_B,Recipient Profile 10923,SOM-ID-10923,Bari,PlumpyNut (KG),93.89
  UN_AGENCY_LOCAL ,Recipient Profile 10046,SOM-ID-10046,Bari,Rice (MT),414.37
  UN_AGENCY_LOCAL ,Recipient Profile 10910,SOM-ID-10910,Bay,Water Purification Kits,312.87
UN_AGENCY_LOCAL,Recipient Profile 10415,SOM-ID-10415,Lower Shabelle,Water Purification Kits,129.99
  UN_AGENCY_LOCAL ,Recipient Profile 10425,SOM-ID-10425,Gedo,Rice (MT),347.42
  NGO_COUNCIL ,Recipient Profile 10882,SOM-ID-10882,Gedo,PlumpyNut (KG),176.69
UN_AGENCY_LOCAL,Recipient Profile 10575,SOM-ID-10575,Lower Shabelle,Water Purification Kits,74.08
WFP_PARTNER_A,Recipient Profile 10253,SOM-ID-10253,Lower Shabelle,PlumpyNut (KG),238.57
WFP_PARTNER_B,Recipient Profile 10630,SOM-ID-10630,Benadir,Rice (MT),152.2
NGO_COUNCIL,Recipient Profile 10738,SOM-ID-10738,Bay,PlumpyNut (KG),408.6
UN_AGENCY_LOCAL,Recipient Profile 10510,SOM-ID-10510,Bay,PlumpyNut (KG),254.15
UN_AGENCY_LOCAL,Recipient Profile 10468,SOM-ID-10468,Gedo,Rice (MT),54.12
WFP_PARTNER_B,Recipient Profile 10611,SOM-ID-10611,Bay,High Energy Biscuits (KG),33.84
NGO_COUNCIL,Recipient Profile 10903,SOM-ID-10903,Lower Shabelle,Rice (MT),425.11
UN_AGENCY_LOCAL,Recipient Profile 10583,SOM-ID-10583,Lower Shabelle,Water Purification Kits,189.31
WFP_PARTNER_B,Recipient Profile 10782,SOM-ID-10782,Lower Shabelle,High Energy Biscuits (KG),46.03
  UN_AGENCY_LOCAL ,Recipient Profile 10382,SOM-ID-10382,Bari,Rice (MT),73.05
  UN_AGENCY_LOCAL ,Recipient Profile 10521,SOM-ID-10521,Bari,High Energy Biscuits (KG),379.93
  NGO_COUNCIL ,Recipient Profile 10341,SOM-ID-10341,Bari,Rice (MT),32.2
NGO_COUNCIL,Recipient Profile 10143,SOM-ID-10143,Bari,Water Purification Kits,82.98
UN_AGENCY_LOCAL,Recipient Profile 10757,SOM-ID-10757,Bari,High Energy Biscuits (KG),89.63
UN_AGENCY_LOCAL,Recipient Profile 10501,SOM-ID-10501,Bari,High Energy Biscuits (KG),258.58
UN_AGENCY_LOCAL,Recipient Profile 10426,SOM-ID-10426,Gedo,Rice (MT),190.5
UN_AGENCY_LOCAL,Recipient Profile 10794,SOM-ID-10794,Benadir,Water Purification Kits,140.11
WFP_PARTNER_B,Recipient Profile 10634,SOM-ID-10634,Benadir,Water Purification Kits,93.55
NGO_COUNCIL,Recipient Profile 10112,SOM-ID-10112,Bay,PlumpyNut (KG),25.47
  WFP_PARTNER_B ,Recipient Profile 10707,SOM-ID-10707,Benadir,Water Purification Kits,163.71
WFP_PARTNER_B,Recipient Profile 10063,SOM-ID-10063,Gedo,Water Purification Kits,437.68
WFP_PARTNER_B,Recipient Profile 10489,SOM-ID-10489,Bari,PlumpyNut (KG),284.83
NGO_COUNCIL,Recipient Profile 10559,SOM-ID-10559,Lower Shabelle,PlumpyNut (KG),235.24
UN_AGENCY_LOCAL,Recipient Profile 10571,SOM-ID-10571,Lower Shabelle,Water Purification Kits,104.21
UN_AGENCY_LOCAL,Recipient Profile 10706,SOM-ID-10706,Bay,High Energy Biscuits (KG),387.88
NGO_COUNCIL,Recipient Profile 10814,SOM-ID-10814,Lower Shabelle,Water Purification Kits,180.91
UN_AGENCY_LOCAL,Recipient Profile 10917,SOM-ID-10917,Lower Shabelle,Rice (MT),291.0
NGO_COUNCIL,Recipient Profile 10731,SOM-ID-10731,Lower Shabelle,PlumpyNut (KG),152.32
WFP_PARTNER_A,Recipient Profile 10219,SOM-ID-10219,Lower Shabelle,Water Purification Kits,331.43
WFP_PARTNER_B,Recipient Profile 10140,SOM-ID-10140,Bari,High Energy Biscuits (KG),467.18
WFP_PARTNER_A,Recipient Profile 10543,SOM-ID-10543,Bari,PlumpyNut (KG),128.8
WFP_PARTNER_B,Recipient Profile 10483,SOM-ID-10483,Bay,Rice (MT),59.1
WFP_PARTNER_A,Recipient Profile 10161,SOM-ID-10161,Bay,Rice (MT),482.61
NGO_COUNCIL,Recipient Profile 10294,SOM-ID-10294,Gedo,Water Purification Kits,328.76
  UN_AGENCY_LOCAL ,Recipient Profile 10587,SOM-ID-10587,Lower Shabelle,Rice (MT),454.89
  WFP_PARTNER_B ,Recipient Profile 10903,SOM-ID-10903,Bari,Rice (MT),457.48
  WFP_PARTNER_B ,Recipient Profile 10766,SOM-ID-10766,Benadir,Water Purification Kits,396.1
UN_AGENCY_LOCAL,Recipient Profile 10343,SOM-ID-10343,Benadir,Rice (MT),156.21
  UN_AGENCY_LOCAL ,Recipient Profile 10516,SOM-ID-10516,Gedo,Water Purification Kits,445.74
NGO_COUNCIL,Recipient Profile 10748,SOM-ID-10748,Lower Shabelle,PlumpyNut (KG),406.32
NGO_COUNCIL,Recipient Profile 10302,SOM-ID-10302,Lower Shabelle,PlumpyNut (KG),16.9
WFP_PARTNER_B,Recipient Profile 10088,SOM-ID-10088,Bay,Water Purification Kits,415.23
NGO_COUNCIL,Recipient Profile 10254,SOM-ID-10254,Benadir,PlumpyNut (KG),491.03
WFP_PARTNER_A,Recipient Profile 10337,SOM-ID-10337,Lower Shabelle,Water Purification Kits,125.41
UN_AGENCY_LOCAL,Recipient Profile 10241,SOM-ID-10241,Bari,Rice (MT),138.16
WFP_PARTNER_A,Recipient Profile 10514,SOM-ID-10514,Benadir,Water Purification Kits,160.34
UN_AGENCY_LOCAL,Recipient Profile 10136,SOM-ID-10136,Benadir,High Energy Biscuits (KG),190.1
NGO_COUNCIL,Recipient Profile 10425,SOM-ID-10425,Bay,Water Purification Kits,376.39
NGO_COUNCIL,Recipient Profile 10610,SOM-ID-10610,Bari,PlumpyNut (KG),383.31
WFP_PARTNER_A,Recipient Profile 10939,SOM-ID-10939,Bari,Water Purification Kits,268.8
  WFP_PARTNER_A ,Recipient Profile 10335,SOM-ID-10335,Benadir,PlumpyNut (KG),290.62
NGO_COUNCIL,Recipient Profile 10920,SOM-ID-10920,Benadir,PlumpyNut (KG),361.29
NGO_COUNCIL,Recipient Profile 10577,SOM-ID-10577,Benadir,Water Purification Kits,74.65
WFP_PARTNER_A,Recipient Profile 10022,SOM-ID-10022,Bari,Water Purification Kits,339.66
NGO_COUNCIL,Recipient Profile 10046,SOM-ID-10046,Lower Shabelle,Rice (MT),375.44
  NGO_COUNCIL ,Recipient Profile 10915,SOM-ID-10915,Lower Shabelle,Rice (MT),275.17
  WFP_PARTNER_A ,Recipient Profile 10138,SOM-ID-10138,Gedo,Rice (MT),150.67
NGO_COUNCIL,Recipient Profile 10386,SOM-ID-10386,Lower Shabelle,Water Purification Kits,229.78
NGO_COUNCIL,Recipient Profile 10182,SOM-ID-10182,Benadir,PlumpyNut (KG),330.23
NGO_COUNCIL,Recipient Profile 10003,SOM-ID-10003,Bari,PlumpyNut (KG),366.65
WFP_PARTNER_A,Recipient Profile 10544,SOM-ID-10544,Lower Shabelle,Water Purification Kits,340.01
  NGO_COUNCIL ,Recipient Profile 10193,SOM-ID-10193,Bay,PlumpyNut (KG),235.71
WFP_PARTNER_A,Recipient Profile 10910,SOM-ID-10910,Benadir,Water Purification Kits,311.31
WFP_PARTNER_A,Recipient Profile 10457,SOM-ID-10457,Bay,PlumpyNut (KG),42.97
WFP_PARTNER_A,Recipient Profile 10222,SOM-ID-10222,Bay,Rice (MT),207.11
WFP_PARTNER_A,Recipient Profile 10589,SOM-ID-10589,Bay,High Energy Biscuits (KG),124.74
UN_AGENCY_LOCAL,Recipient Profile 10676,SOM-ID-10676,Bari,High Energy Biscuits (KG),126.08
WFP_PARTNER_B,Recipient Profile 10605,SOM-ID-10605,Gedo,High Energy Biscuits (KG),144.83
WFP_PARTNER_B,Recipient Profile 10658,SOM-ID-10658,Gedo,Water Purification Kits,32.97
NGO_COUNCIL,Recipient Profile 10307,SOM-ID-10307,Bari,High Energy Biscuits (KG),351.19
NGO_COUNCIL,Recipient Profile 10878,SOM-ID-10878,Bay,Water Purification Kits,128.07
WFP_PARTNER_B,Recipient Profile 10570,SOM-ID-10570,Gedo,Rice (MT),285.57
WFP_PARTNER_B,Recipient Profile 10080,SOM-ID-10080,Gedo,PlumpyNut (KG),134.95
NGO_COUNCIL,Recipient Profile 10052,SOM-ID-10052,Lower Shabelle,Rice (MT),272.46
  UN_AGENCY_LOCAL ,Recipient Profile 10779,SOM-ID-10779,Gedo,Rice (MT),438.07
WFP_PARTNER_B,Recipient Profile 10930,SOM-ID-10930,Gedo,PlumpyNut (KG),436.04
  WFP_PARTNER_A ,Recipient Profile 10772,SOM-ID-10772,Bay,PlumpyNut (KG),481.42
NGO_COUNCIL,Recipient Profile 10329,SOM-ID-10329,Bay,PlumpyNut (KG),204.35
UN_AGENCY_LOCAL,Recipient Profile 10267,SOM-ID-10267,Gedo,Water Purification Kits,271.49
UN_AGENCY_LOCAL,Recipient Profile 10739,SOM-ID-10739,Bari,Water Purification Kits,238.34
NGO_COUNCIL,Recipient Profile 10576,SOM-ID-10576,Lower Shabelle,PlumpyNut (KG),191.65
WFP_PARTNER_B,Recipient Profile 10593,SOM-ID-10593,Bay,Rice (MT),137.78
NGO_COUNCIL,Recipient Profile 10583,SOM-ID-10583,Lower Shabelle,PlumpyNut (KG),106.13
WFP_PARTNER_B,Recipient Profile 10740,SOM-ID-10740,Gedo,High Energy Biscuits (KG),136.09
NGO_COUNCIL,Recipient Profile 10143,SOM-ID-10143,Gedo,PlumpyNut (KG),369.06
NGO_COUNCIL,Recipient Profile 10076,SOM-ID-10076,Bay,Rice (MT),266.73
WFP_PARTNER_A,Recipient Profile 10069,SOM-ID-10069,Benadir,Water Purification Kits,77.37
WFP_PARTNER_B,Recipient Profile 10632,SOM-ID-10632,Benadir,PlumpyNut (KG),257.81
NGO_COUNCIL,Recipient Profile 10012,SOM-ID-10012,Gedo,Rice (MT),13.24
WFP_PARTNER_A,Recipient Profile 10514,SOM-ID-10514,Bari,High Energy Biscuits (KG),272.51
NGO_COUNCIL,Recipient Profile 10246,SOM-ID-10246,Bay,Rice (MT),459.84
WFP_PARTNER_B,Recipient Profile 10406,SOM-ID-10406,Bari,High Energy Biscuits (KG),409.46
WFP_PARTNER_A,Recipient Profile 10713,SOM-ID-10713,Lower Shabelle,Water Purification Kits,234.91
WFP_PARTNER_B,Recipient Profile 10777,SOM-ID-10777,Lower Shabelle,Rice (MT),330.33
WFP_PARTNER_A,Recipient Profile 10057,SOM-ID-10057,Benadir,Water Purification Kits,195.84
WFP_PARTNER_A,Recipient Profile 10803,SOM-ID-10803,Bay,Rice (MT),254.93
UN_AGENCY_LOCAL,Recipient Profile 10235,SOM-ID-10235,Bari,Rice (MT),448.45
WFP_PARTNER_B,Recipient Profile 10700,SOM-ID-10700,Bari,Water Purification Kits,142.84
UN_AGENCY_LOCAL,Recipient Profile 10016,SOM-ID-10016,Bari,Rice (MT),97.88
WFP_PARTNER_B,Recipient Profile 10407,SOM-ID-10407,Bari,PlumpyNut (KG),378.6
WFP_PARTNER_A,Recipient Profile 10869,SOM-ID-10869,Lower Shabelle,PlumpyNut (KG),286.34
NGO_COUNCIL,Recipient Profile 10809,SOM-ID-10809,Bari,High Energy Biscuits (KG),198.08
WFP_PARTNER_A,Recipient Profile 10858,SOM-ID-10858,Bari,High Energy Biscuits (KG),36.31
WFP_PARTNER_A,Recipient Profile 10649,SOM-ID-10649,Lower Shabelle,Water Purification Kits,484.77
UN_AGENCY_LOCAL,Recipient Profile 10384,SOM-ID-10384,Gedo,Water Purification Kits,121.79
NGO_COUNCIL,Recipient Profile 10817,SOM-ID-10817,Bay,Water Purification Kits,51.99
WFP_PARTNER_B,Recipient Profile 10802,SOM-ID-10802,Benadir,Rice (MT),141.31
  WFP_PARTNER_B ,Recipient Profile 10315,SOM-ID-10315,Gedo,High Energy Biscuits (KG),186.74
  NGO_COUNCIL ,Recipient Profile 10441,SOM-ID-10441,Lower Shabelle,High Energy Biscuits (KG),60.09
  NGO_COUNCIL ,Recipient Profile 10567,SOM-ID-10567,Bari,Water Purification Kits,60.61
  WFP_PARTNER_A ,Recipient Profile 10423,SOM-ID-10423,Bari,High Energy Biscuits (KG),433.22
  NGO_COUNCIL ,Recipient Profile 10389,SOM-ID-10389,Benadir,PlumpyNut (KG),290.26
WFP_PARTNER_B,Recipient Profile 10064,SOM-ID-10064,Bay,High Energy Biscuits (KG),157.55
WFP_PARTNER_B,Recipient Profile 10078,SOM-ID-10078,Gedo,High Energy Biscuits (KG),216.34
UN_AGENCY_LOCAL,Recipient Profile 10631,SOM-ID-10631,Lower Shabelle,PlumpyNut (KG),363.24
  WFP_PARTNER_B ,Recipient Profile 10405,SOM-ID-10405,Gedo,Rice (MT),76.39
UN_AGENCY_LOCAL,Recipient Profile 10342,SOM-ID-10342,Bari,Water Purification Kits,404.0
NGO_COUNCIL,Recipient Profile 10711,SOM-ID-10711,Bari,PlumpyNut (KG),157.21
WFP_PARTNER_B,Recipient Profile 10326,SOM-ID-10326,Gedo,High Energy Biscuits (KG),97.04
UN_AGENCY_LOCAL,Recipient Profile 10804,SOM-ID-10804,Gedo,PlumpyNut (KG),169.68
  NGO_COUNCIL ,Recipient Profile 10558,SOM-ID-10558,Lower Shabelle,Rice (MT),466.71
WFP_PARTNER_B,Recipient Profile 10725,SOM-ID-10725,Bari,Rice (MT),476.97
  WFP_PARTNER_B ,Recipient Profile 10868,SOM-ID-10868,Gedo,High Energy Biscuits (KG),417.33
NGO_COUNCIL,Recipient Profile 10674,SOM-ID-10674,Gedo,PlumpyNut (KG),320.33
WFP_PARTNER_B,Recipient Profile 10490,SOM-ID-10490,Gedo,Water Purification Kits,46.24
NGO_COUNCIL,Recipient Profile 10368,SOM-ID-10368,Bari,Water Purification Kits,276.39
WFP_PARTNER_A,Recipient Profile 10662,SOM-ID-10662,Benadir,PlumpyNut (KG),332.22
WFP_PARTNER_A,Recipient Profile 10815,SOM-ID-10815,Bari,Water Purification Kits,483.74
NGO_COUNCIL,Recipient Profile 10764,SOM-ID-10764,Benadir,Rice (MT),58.32
WFP_PARTNER_B,Recipient Profile 10602,SOM-ID-10602,Gedo,High Energy Biscuits (KG),201.66
WFP_PARTNER_B,Recipient Profile 10942,SOM-ID-10942,Lower Shabelle,Rice (MT),246.56
WFP_PARTNER_A,Recipient Profile 10803,SOM-ID-10803,Benadir,PlumpyNut (KG),180.68
  WFP_PARTNER_B ,Recipient Profile 10739,SOM-ID-10739,Bari,Water Purification Kits,180.67
NGO_COUNCIL,Recipient Profile 10117,SOM-ID-10117,Lower Shabelle,Rice (MT),157.13
  WFP_PARTNER_A ,Recipient Profile 10758,SOM-ID-10758,Lower Shabelle,Rice (MT),341.8
WFP_PARTNER_B,Recipient Profile 10436,SOM-ID-10436,Bari,PlumpyNut (KG),280.44
  NGO_COUNCIL ,Recipient Profile 10673,SOM-ID-10673,Bay,Water Purification Kits,318.58
NGO_COUNCIL,Recipient Profile 10460,SOM-ID-10460,Gedo,Rice (MT),371.32
NGO_COUNCIL,Recipient Profile 10770,SOM-ID-10770,Gedo,Rice (MT),355.32
WFP_PARTNER_A,Recipient Profile 10374,SOM-ID-10374,Bari,Rice (MT),401.76
UN_AGENCY_LOCAL,Recipient Profile 10501,SOM-ID-10501,Bay,Water Purification Kits,65.84
UN_AGENCY_LOCAL,Recipient Profile 10356,SOM-ID-10356,Bari,Water Purification Kits,309.54
UN_AGENCY_LOCAL,Recipient Profile 10304,SOM-ID-10304,Gedo,PlumpyNut (KG),408.73
WFP_PARTNER_A,UNKNOWN RECORD,,Bay,High Energy Biscuits (KG),67.75
WFP_PARTNER_B,Recipient Profile 10141,SOM-ID-10141,Lower Shabelle,PlumpyNut (KG),260.3
NGO_COUNCIL,Recipient Profile 10941,SOM-ID-10941,Gedo,PlumpyNut (KG),248.47
  WFP_PARTNER_B ,Recipient Profile 10322,SOM-ID-10322,Bari,PlumpyNut (KG),249.92
NGO_COUNCIL,Recipient Profile 10496,SOM-ID-10496,Bari,Rice (MT),434.11
WFP_PARTNER_B,Recipient Profile 10506,SOM-ID-10506,Bay,Water Purification Kits,482.28
NGO_COUNCIL,Recipient Profile 10171,SOM-ID-10171,Gedo,Water Purification Kits,357.97
WFP_PARTNER_A,Recipient Profile 10033,SOM-ID-10033,Bari,Rice (MT),399.98
UN_AGENCY_LOCAL,Recipient Profile 10760,SOM-ID-10760,Bay,High Energy Biscuits (KG),92.42
NGO_COUNCIL,Recipient Profile 10556,SOM-ID-10556,Bari,Rice (MT),290.63
UN_AGENCY_LOCAL,Recipient Profile 10223,SOM-ID-10223,Bari,Rice (MT),382.4
NGO_COUNCIL,Recipient Profile 10460,SOM-ID-10460,Benadir,PlumpyNut (KG),155.88
UN_AGENCY_LOCAL,Recipient Profile 10794,SOM-ID-10794,Lower Shabelle,Rice (MT),225.14
WFP_PARTNER_B,Recipient Profile 10438,SOM-ID-10438,Bay,High Energy Biscuits (KG),431.91
WFP_PARTNER_B,Recipient Profile 10824,SOM-ID-10824,Bari,PlumpyNut (KG),394.58
WFP_PARTNER_A,Recipient Profile 10172,SOM-ID-10172,Bari,High Energy Biscuits (KG),270.82
UN_AGENCY_LOCAL,Recipient Profile 10526,SOM-ID-10526,Lower Shabelle,High Energy Biscuits (KG),290.64
WFP_PARTNER_A,Recipient Profile 10887,SOM-ID-10887,Bay,Water Purification Kits,460.2
WFP_PARTNER_B,Recipient Profile 10253,SOM-ID-10253,Bay,PlumpyNut (KG),81.66
NGO_COUNCIL,Recipient Profile 10424,SOM-ID-10424,Gedo,PlumpyNut (KG),292.94
NGO_COUNCIL,Recipient Profile 10095,SOM-ID-10095,Gedo,Rice (MT),320.48
NGO_COUNCIL,Recipient Profile 10465,SOM-ID-10465,Bari,High Energy Biscuits (KG),350.4
NGO_COUNCIL,Recipient Profile 10095,SOM-ID-10095,Lower Shabelle,Rice (MT),435.76
NGO_COUNCIL,Recipient Profile 10439,SOM-ID-10439,Lower Shabelle,Rice (MT),399.88
WFP_PARTNER_B,Recipient Profile 10560,SOM-ID-10560,Gedo,High Energy Biscuits (KG),168.2
WFP_PARTNER_B,Recipient Profile 10780,SOM-ID-10780,Bari,Water Purification Kits,396.27
WFP_PARTNER_A,Recipient Profile 10016,SOM-ID-10016,Benadir,Rice (MT),316.83
WFP_PARTNER_A,Recipient Profile 10438,SOM-ID-10438,Bay,Water Purification Kits,233.69
WFP_PARTNER_B,Recipient Profile 10280,SOM-ID-10280,Bay,High Energy Biscuits (KG),87.9
WFP_PARTNER_A,Recipient Profile 10664,SOM-ID-10664,Lower Shabelle,High Energy Biscuits (KG),50.39
WFP_PARTNER_B,Recipient Profile 10773,SOM-ID-10773,Benadir,Water Purification Kits,316.55
  WFP_PARTNER_B ,Recipient Profile 10488,SOM-ID-10488,Gedo,Rice (MT),354.81
WFP_PARTNER_A,Recipient Profile 10008,SOM-ID-10008,Bay,PlumpyNut (KG),264.53
UN_AGENCY_LOCAL,Recipient Profile 10234,SOM-ID-10234,Benadir,Water Purification Kits,350.08
NGO_COUNCIL,Recipient Profile 10306,SOM-ID-10306,Benadir,Rice (MT),60.57
WFP_PARTNER_B,Recipient Profile 10070,SOM-ID-10070,Gedo,PlumpyNut (KG),324.37
WFP_PARTNER_A,Recipient Profile 10643,SOM-ID-10643,Bari,PlumpyNut (KG),225.65
  WFP_PARTNER_B ,Recipient Profile 10102,SOM-ID-10102,Gedo,Water Purification Kits,431.38
WFP_PARTNER_B,Recipient Profile 10810,SOM-ID-10810,Benadir,Water Purification Kits,182.25
WFP_PARTNER_B,Recipient Profile 10615,SOM-ID-10615,Bay,High Energy Biscuits (KG),325.86
UN_AGENCY_LOCAL,Recipient Profile 10193,SOM-ID-10193,Benadir,High Energy Biscuits (KG),110.67
NGO_COUNCIL,Recipient Profile 10245,SOM-ID-10245,Lower Shabelle,Rice (MT),394.06
NGO_COUNCIL,Recipient Profile 10072,SOM-ID-10072,Gedo,Rice (MT),128.13
WFP_PARTNER_A,Recipient Profile 10582,SOM-ID-10582,Lower Shabelle,High Energy Biscuits (KG),74.67
NGO_COUNCIL,Recipient Profile 10788,SOM-ID-10788,Lower Shabelle,PlumpyNut (KG),383.74
WFP_PARTNER_A,Recipient Profile 10944,SOM-ID-10944,Benadir,Rice (MT),16.76
WFP_PARTNER_A,Recipient Profile 10425,SOM-ID-10425,Gedo,High Energy Biscuits (KG),318.0
NGO_COUNCIL,Recipient Profile 10156,SOM-ID-10156,Gedo,Rice (MT),323.86
UN_AGENCY_LOCAL,Recipient Profile 10827,SOM-ID-10827,Benadir,High Energy Biscuits (KG),48.72
WFP_PARTNER_B,Recipient Profile 10854,SOM-ID-10854,Bari,High Energy Biscuits (KG),201.46
WFP_PARTNER_A,Recipient Profile 10059,SOM-ID-10059,Lower Shabelle,Water Purification Kits,367.68
WFP_PARTNER_B,Recipient Profile 10056,SOM-ID-10056,Benadir,Water Purification Kits,66.83
  UN_AGENCY_LOCAL ,Recipient Profile 10011,SOM-ID-10011,Bay,Rice (MT),16.21
WFP_PARTNER_B,Recipient Profile 10738,SOM-ID-10738,Gedo,High Energy Biscuits (KG),266.27
UN_AGENCY_LOCAL,Recipient Profile 10275,SOM-ID-10275,Bay,High Energy Biscuits (KG),72.2
WFP_PARTNER_A,Recipient Profile 10065,SOM-ID-10065,Benadir,High Energy Biscuits (KG),405.48
UN_AGENCY_LOCAL,Recipient Profile 10056,SOM-ID-10056,Bari,Rice (MT),253.11
NGO_COUNCIL,Recipient Profile 10105,SOM-ID-10105,Bari,PlumpyNut (KG),190.17
WFP_PARTNER_A,Recipient Profile 10250,SOM-ID-10250,Bay,Rice (MT),31.58
  WFP_PARTNER_A ,Recipient Profile 10878,SOM-ID-10878,Gedo,High Energy Biscuits (KG),197.66
WFP_PARTNER_A,Recipient Profile 10937,SOM-ID-10937,Bari,Water Purification Kits,120.01
  UN_AGENCY_LOCAL ,Recipient Profile 10689,SOM-ID-10689,Lower Shabelle,Rice (MT),290.05
WFP_PARTNER_A,Recipient Profile 10410,SOM-ID-10410,Bay,PlumpyNut (KG),404.13
WFP_PARTNER_A,Recipient Profile 10088,SOM-ID-10088,Gedo,High Energy Biscuits (KG),389.03
NGO_COUNCIL,Recipient Profile 10311,SOM-ID-10311,Benadir,High Energy Biscuits (KG),108.33
WFP_PARTNER_B,Recipient Profile 10791,SOM-ID-10791,Gedo,High Energy Biscuits (KG),299.93
WFP_PARTNER_B,Recipient Profile 10024,SOM-ID-10024,Bari,PlumpyNut (KG),83.78
WFP_PARTNER_B,Recipient Profile 10009,SOM-ID-10009,Bari,High Energy Biscuits (KG),321.61
UN_AGENCY_LOCAL,Recipient Profile 10106,SOM-ID-10106,Benadir,Water Purification Kits,426.01
WFP_PARTNER_B,Recipient Profile 10145,SOM-ID-10145,Bari,PlumpyNut (KG),215.71
UN_AGENCY_LOCAL,Recipient Profile 10532,SOM-ID-10532,Benadir,Rice (MT),461.42
  NGO_COUNCIL ,Recipient Profile 10097,SOM-ID-10097,Lower Shabelle,Water Purification Kits,487.53
  WFP_PARTNER_B ,Recipient Profile 10678,SOM-ID-10678,Gedo,Rice (MT),300.03
WFP_PARTNER_B,Recipient Profile 10820,SOM-ID-10820,Bay,High Energy Biscuits (KG),137.89
